"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"ServerMania","http://www.servermania.com/","40200","At Server Mania we provide our customers with cutting-edge technology, backed by superior customer service and unbeatable reliability. All of our Cloud, VPS, Dedicated, and Web Hosting solutions are backed by a powerful Surge platform. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=40200_371933.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=40200&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=371933&type=3&subid=0","Active","Amy Harrin","Affiliate Manager","Ontario","Toronto","371 Front Street West ","M5V 3S8","CA","1-888-237-6637","amy@servermania.com","private |80.00% commission on all goods","4.1","% of Sale","2015"," 03-MAR-20","90","90","N","N/A","80.00% commission on all goods","3.1","% of Sale"," 24-FEB-20","90","90","N",
"ShareTrips","https://sharetrips.com/","39123","ShareTrips is a screen sharing travel website where you and your travel companions interact and view search results simultaneously and in real time. Also get Up to 5%* Cash Back on your completed hotel stay with Share & Save on ShareTrips. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39123_321905.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39123&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321905&type=3&subid=0","Active","Josh Skoko","CMO","California","Gilroy","711 Eschenburg Dr. ","95020","US","4158469006","jskoko@sharetrips.com","private |0.00% commission on selected goods; [private |5.50% commission on selected goods]; ","5.1","% of Sale","2014"," 02-DEC-15","14","90","N","N/A","0.00% commission on selected goods; [5.50% commission on selected goods]; ","3.1","% of Sale"," 01-JAN-19","14","90","N",
"Shoebuy.com","http://www.shoebuy.com/","38891","Shoebuy.com is the world's largest site for shoes. We offer free shipping and free returns on over 1,200 top brands and 1,000,000 of the latest footwear, apparel, handbags, luggage, accessories and more!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38891_321325.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38891&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321325&type=3&subid=0","Active","Colleen Tobin","Affiliate Marketing Manager","Massachusetts","Boston","101 Arch Street, 16th Floor ","02110","US","617-451-2929 x 254","colleen.tobin@shoebuy.com","12.00% commission on all goods","33.1","% of Sale","2014"," 01-FEB-18","30","90","N","N/A","12.00% commission on all goods","33.1","% of Sale"," 01-FEB-18","30","90","N",
"Shoes.com","http://www.shoes.com/","38501","Shoes.com is an online shoe retailer featuring more than 400 of the best shoe brands with the latest styles for men, women & kids. We offer 24-hour non-stop shoe shopping with free shipping & easy returns in the US and international shipping is available.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38501_324566_4.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38501&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=324566&type=3&subid=0","Active","Travis Godbout","President ? Propellant CG","Washington","Seattle","1730 Minor Avenue Suite 700","98101","US","206-369-4405","travis@propellantcg.com","6.00% commission on all goods","97.4","% of Sale","2014"," 04-MAR-16","90","90","N","N/A","6.00% commission on all goods","97.4","% of Sale"," 04-MAR-16","90","90","N",
"Smartfares","http://www.smartfares.com","38656","SmartFares is an online travel reservations service that specializes in cheap flights and discounted airline tickets to the top travel destinations within the United States and the World.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38656&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=299341&type=3&subid=0","Active","Bhaumik Sharma","Manager Affiliate Marketing","California","San Diego","4545 Murphy Canyon Road Suite 210","92123","US","8584297599","affiliates@smartfares.com","$9.00-11.00 flat fee on selected goods; [$6.00-8.00 flat fee on selected goods,; $3.00-5.00 flat fee on selected goods]; ","6.4","Flat Fee","2014"," 31-DEC-16","90","90","N","N/A","$9.00-11.00 flat fee on selected goods; [$6.00-8.00 flat fee on selected goods,; $3.00-5.00 flat fee on selected goods]; ","6.4","Flat Fee"," 31-DEC-16","90","90","N",
"Smyth Jewelers","http://www.smythjewelers.com/","38846","Smyth Jewelers is the East coast's largest jewelry store. Smyth offers quality jewelry and gifts. We offer a 100 Day / 100% Satisfaction Guarantee. All orders over $200, ship free!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38846&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=310598&type=3&subid=0","Active","Jean Flors","Digital Manager","Maryland","Timonium","2020 York Road ","21093","US","410-337-0066","jflors@tbc.us","private |4.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","60","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 18-OCT-18","60","90","N",
"SodaStream (Soda-Club) USA","http://www.sodastreamusa.com","13943","The largest company for home carbonation systems. Over 8 million users worldwide. Turn tap water into sparkling water in seconds. A great opportunity for high conversions; Used by families, environmentalists, individuals, businesses and boaters.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=13943&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=101418&type=3&subid=0","Active","Steven Rivera","Marketing Specialist","New Jersey","Mt. Laurel","200 East Park Drive Suite 600","08054","US","856-755-3400","stevenr@sodastream.com","5.00% commission on all goods; [10.00% commission on selected goods,; 5.00% commission on selected goods]; ","12.9","% of Sale","2014"," 11-NOV-22","45","90","N","N/A","5.00% commission on all goods; [10.00% commission on selected goods,; 5.00% commission on selected goods]; ","12.9","% of Sale"," 11-NOV-22","45","90","N",
"Spartan Race","http://www.spartan.com/","39471","The Spartan Race Affiliate Program offers commissions of $8 per U.S. race registration & a 45 day cookie. Reebok Spartan Race offers local races all year round for teams,  individuals, and kids ranging from Sprint (3+ mi.) to Beast (12+ mi.) distances.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39471_338482_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39471&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=338482&type=3&subid=0","Active","Schaaf-PC Affiliate Management Team","Schaaf-PC Affiliate Management Team","Texas","Austin","327 Congress Suite 300","78701","US","(888) 854-7770","spartan@schaafpc.com","private |$3.00 flat fee on all goods","8.2","Flat Fee","2014"," 31-DEC-18","45","90","N","N/A","$8.00 flat fee on all goods","6.2","Flat Fee"," 31-DEC-17","45","90","N",
"SportRx","http://www.sportrx.com/","38807","SportRx is a Southern California based company created by opticians who ride their bikes, run their races, push their jogging strollers and bomb down slopes. SportRx has been creating and innovating prescription sports glasses since 1996.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38807_20130926_180935.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38807&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=307865&type=3&subid=0","Active","Alexandra Green","Marketing Manager","California","San Diego","5076 Santa Fe Street Suite A","92109","US","8587517412","agreen@sportrx.com","8.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-15","30","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 31-DEC-15","30","90","N",
"Stockn'Go","http://www.stockngo.com/","37244","Stockngo.com is a one-stop online destination for thousands of discounted brand-name hair care, health care, skin care, personal care, and household products. Buy products by the case for savings of up to 80%. Never pay retail prices again!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37244_311782.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37244&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311782&type=3&subid=0","Active","Team SNG","Affiliate Program Manager","New York","Patchogue","414 South Service Road - Number 242 ","11772","US","877-STOCKNGO","affiliate@stockngo.com","6.00% commission on all goods; [3.00% commission on selected goods]; ","151.1","% of Sale","2013"," 10-JUN-15","30","90","N","N/A","6.00% commission on all goods; [3.00% commission on selected goods]; ","151.1","% of Sale"," 10-JUN-15","30","90","N",
"TOMS Shoes","http://www.toms.com/","38583","We are a popular and rapidly growing shoe and eyewear company guided by one simple mission. With every product you purchase, we will help someone in need. One for One. ® Join our movement and enjoy the perks in the process. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38583_20140311_142522.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38583&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=335040&type=3&subid=0","Active","Nicole Newton","Marketing Coordinator","California","Los Angeles","5405 Jandy Place ","90066","US","310-566-3170","ls-TOMS@linkshare.com","7.00% commission on all goods; [5.00% commission on selected goods]; ","117.2","% of Sale","2014"," 01-JAN-16","30","90","N","N/A","7.00% commission on all goods; [5.00% commission on selected goods]; ","117.2","% of Sale"," 01-JAN-16","30","90","N",
"TOMS Surprise Sale","http://www.tomssurprisesale.com","39568","TOMS Surprise Sale offers limited-time, last-chance discounts on men?s, women?s and kids? shoes, eyewear and Marketplace goods.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39568&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=341887&type=3&subid=0","Active","Vanessa Angulo","Account Manager","California","Los Angeles","5405 Jandy Place ","90066","US","310-566-3170","ls-TOMS@linkshare.com","3.00% commission on all goods","4.1","% of Sale","2014"," 02-JUL-16","7","90","N","N/A","3.00% commission on all goods","4.1","% of Sale"," 02-JUL-16","7","90","N",
"TaxExtension.com","www.taxextension.com","39169","TaxExtension.com offers quick and easy IRS income tax extensions for those who need more time to finish their income taxes.  In about 5 minutes, users can get up to 6 more months to finish their taxes and the IRS doesn?t even ask why ? it?s automatic!  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39169_20140203_151754.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39169&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323748&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","Nevada","Las Vegas","3930 Howard Hughes Parkway, 4th Floor ","89169","US","(702) 701-9514","taxextension@mgecom.com","private |30.00% commission on all goods","5.1","% of Sale","2014"," 14-FEB-17","30","90","N","N/A","30.00% commission on all goods","4.1","% of Sale"," 10-FEB-17","30","90","N",
"Team Express Distributing LLC","www.teamexpress.com","38602","Team Express is the largest marketer of baseball, softball football, basketball, volleyball and team equipment in the US. 

We offer an 8% COMMISSION rate with a 30 Day Cookie referral period. Our average order value is approximately $135. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38602&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=296072&type=3&subid=0","Active","Kelly","Affiliate Manager","Texas","San Antonio","5750 Northwest Parkway, Ste 100 ","78249","US","316-250-7686","affiliates@teamexpress.com","private |8.00% commission on all goods","4.1","% of Sale","2013"," 04-JUL-15","10","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 05-JUL-15","10","90","N",
"Tee-Links","http://tee-links.com/","38580","Tee-links.com is the golfing destination to save money at some of the top golf courses across the country. Our members can search the site for their perfect golf tee-time or travel preference.

","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38580&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298465&type=3&subid=0","Active","Deb K","A","New York","New York","21 Vangard ave ","10019","US","201-798-7400","debrak@tee-links.com","$3.00-5.00 flat fee on all goods","3.1","Flat Fee","2014"," 01-OCT-15","10","90","N","N/A","$3.00-5.00 flat fee on all goods","3.1","Flat Fee"," 01-OCT-15","10","90","N",
"The Black Bow","http://www.theblackbow.com/","37557","We feature over 20,000 jewelry items including rings, earrings, bracelets, anklets, toe rings, Pandora-type bracelet charms, gemstone and diamond set jewelry and so much more. We have Items for women, men and even a jewelry collection for kids.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37557&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=271277&type=3&subid=0","Active","Cory Smith","Marketing","Ohio","medina","3593 medina rd suite 159 ","44256","US","866-620-2638 x702","jcsmith@theblackbow.com","private |9.00%-12.00% commission on all goods","7.1","% of Sale","2013"," 29-OCT-16","60","90","N","N/A","8.00%-10.00% commission on all goods","5.1","% of Sale"," 07-JUN-16","45","90","N",
"The Perfect Rug","http://theperfectrug.com/","39108","The Perfect Rug, where you can design completely custom area rugs online for indoors and outdoors in 3 easy steps. Choose rug material, size & border. Design your own custom area rug online from hundreds of top quality rug materials in any size and shape.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39108&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=324544&type=3&subid=0","Active","Seth Norris","SR. Paid Advertising Analyst","Arizona","Scottsdale","18835 N. Thompson Peak Parkway #300 ","85255","US","480-467-3538","seth@zogdigital.com","private |7.00%-9.00% commission on all goods","5.1","% of Sale","2014"," 21-FEB-19","10","90","N","N/A","private |7.00%-9.00% commission on all goods","5.1","% of Sale"," 21-FEB-19","10","90","N",
"Thredup Inc.","www.thredup.com","38594","thredUP.com is a fashion resale shop for designer women's , junior's & kids' clothing. Find thousands of items from top brands like J Crew, BCBG, Michael Kors and Tory Burch for up to 90% off retail. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38594_334662_3.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38594&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=334662&type=3&subid=0","Active","Wolfgang Vollmann","Sr. Director Acquisition Marketing","California","San Francisco","114 Sansome St. 5th Floor","94104","US","617-947-5101","wolfgang.vollmann@thredup.com","5.00% commission on all goods","13.3","% of Sale","2014"," 01-MAY-15","30","90","N","N/A","5.00% commission on all goods","13.3","% of Sale"," 01-MAY-15","30","90","N",
"TicketCity","http://www.ticketcity.com/","38693","TicketCity is one of the top event ticket e-commerce websites in the world.  We specialize in highly desirable, hard to get tickets, our average order size is tops in our space.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38693_20140508_203832.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38693&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=360735&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","Texas","Austin","5912 Balcones Dr, Ste 102 ","78731","US","512-721-1153","Affiliates@ticketcity.com","0.50% commission on all goods","28.1","% of Sale","2014"," 31-DEC-19","30","90","N","N/A","0.50% commission on all goods","28.1","% of Sale"," 31-DEC-19","30","90","N",
"Ticketclub.com","http://www.ticketclub.com/","39063","Ticket Club? is a membership site for tickets to concert, sports, and theater events with low prices and no service fees. Our affiliate program currently rewards affiliates for selling Ticket Club? memberships. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39063_20140115_145814.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39063&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=349882&type=3&subid=0","Active","Bryan Flanaghan","Ticket Club Specialist","Connecticut","South Windsor","75 Gerber Road East ","06074","US","8606444000","bryan.flanaghan@ticketnetwork.com","$10.00 flat fee on all goods","15.1","Flat Fee","2014"," 30-APR-15","10","90","N","N/A","$10.00 flat fee on all goods","15.1","Flat Fee"," 30-APR-15","10","90","N",
"Ticketnetwork.com","http://www.ticketnetwork.com/default.aspx","39082","Join the TicketNetwork Affiliate Program today!

For more information, please visit: http://www.ticketnetwork.com/affiliates/program.aspx
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39082_317330_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39082&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317330&type=3&subid=0","Active","Nicole Lajoie","Affiliate Marketing Coordinator","Connecticut","South Windsor","75 Gerber Rd East ","06074","US","860-644-4000","Nicole.Lajoie@ticketnetwork.com","12.50% commission on all goods","3.2","% of Sale","2014"," 01-JAN-18","10","90","N","N/A","8.00% commission on all goods","16.1","% of Sale"," 19-DEC-15","45","90","N",
"Tidebuy International Limited","http://www.tidebuy.com","39592","Founded In 2010, Tidebuy.com is one of the leading suppliers of fashion wholesale and retailor online store, which provides hundreds of dedicated and custom made products at very low price for global shoppers from over 230 countries worldwide.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39592&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=342716&type=3&subid=0","Active","Daisysmith","Tidebuy Affiliate Program Manager","Beijing","Beijing","Building 2( Ruipu Buiding, D Block), Hongjunying South Road 15 Chaoyang District","100012","CN","0086-29-68532863","Affiliate@tidebuy.net","10.00%-15.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","60","90","N","N/A","10.00%-15.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","60","90","N",
"TigerDirect","http://www.tigerdirect.com","14028","TigerDirect your #1 computer parts-Consumer electronics superstore on the web!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=14028_20121113_203512.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=14028&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=358154&type=3&subid=0","Active","Web Marketing Manager","Web Marketing Manager","Florida","Miami","7795 W Flagler ST Ste 35 ","33144","US","305-415-2593","LSaffiliates@TigerDirect.com","1.00%-3.00% commission on all goods; [0.00% commission on selected goods]; ","408.1","% of Sale","2012"," 30-APR-15","14","90","N","Premium","1.00%-3.00% commission on all goods; [0.00% commission on selected goods]; ","408.1","% of Sale"," 30-APR-15","14","90","N",
"Timex","www.timex.com; www.timex.ca","39818","Timex has a watch for every occasion and every season ? from style and fashion to outdoor casual, from sports training to wearable technology.  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39818&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=357292&type=3&subid=0","Active","Rachel Nugent","VP of Client Services","New York","New York","740 Broadway ","10003","US","212-925-6558 x109","rachel@directagents.com","private |8.00% commission on all goods","4.1","% of Sale","2014"," 01-JAN-19","30","90","N","N/A","8.00% commission on all goods","8.1","% of Sale"," 17-FEB-20","15","90","N",
"Travelation.com","http://www.travelation.com/","39461","Travelation is a leading travel website specializing in cheap flights, hotel rooms, car rentals to the top travel destinations within the United States and across the World. Travelation has direct agreements with the world?s leading airlines.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39461&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=355206&type=3&subid=0","Active","Bhaumik Sharma","Manager, Travelation Affiliate Management","California","San Diego","4545 Murphy Canyon Road Suite 210","92123","US","8584297599","affiliates@travelation.com","private |$9.00-11.00 flat fee on selected goods; [private |$3.00-5.00 flat fee on selected goods,; private |$15.00-18.00 flat fee on selected goods,; private |$6.00-8.00 flat fee on selected goods]; ","15.5","Flat Fee","2014"," 31-OCT-15","90","90","N","N/A","$9.00-11.00 flat fee on selected goods; [$3.00-5.00 flat fee on selected goods,; $15.00-18.00 flat fee on selected goods,; $6.00-8.00 flat fee on selected goods]; ","11.5","Flat Fee"," 31-DEC-15","90","90","N",
"Udemy","https://www.udemy.com/","39197","Udemy is the world?s largest marketplace for teaching and learning. Instructors have published online courses on Udemy on everything from programming to yoga, marketing to guitar, photography to cake decorating, and so much more. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39197_20140128_200026.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39197&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323085&type=3&subid=0","Active","Jessica Harvey","Affiliate Program Manager","California","San Francisco","425 2nd St. Suite 250 ","94107","US","7034073325","jess@udemy.com","private |50.00% commission on all goods","5.1","% of Sale","2014"," 10-FEB-17","7","90","N","N/A","40.00% commission on all goods","4.1","% of Sale"," 10-FEB-17","7","90","N",
"VenueKings.com","http://venuekings.com/","38686","VenueKings.com is a tickets and events affiliate program featuring concert tickets, sporting events such as MLB & NHL as well as theatrical events throughout North America! Promote the latest events and Earn a 13% commission per sale and 60 day cookie!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38686_298708_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38686&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298708&type=3&subid=0","Active","Krissy Stonebraker","Affiliate Program Manager","Texas","Austin","327 Congress Suite 300","78701","US","(888) 854-7770","VenueKings@coreOPM.com","private |13.00% commission on all goods","3.2","% of Sale","2013"," 15-JUL-18","60","90","N","N/A","13.00% commission on all goods","2.2","% of Sale"," 15-JUL-18","60","90","N",
"Violight","http://www.violight.com/","39061","Violife started back in 2004 with one product, our Original Countertop Sanitizer. We then created the world's first UV Cell Phone Sanitizer, and soon after we created our newest hit, the Slim Sonic portable electric toothbrush.  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39061_20131205_194637.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39061&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316091&type=3&subid=0","Active","Customer Service Team","Customer Service Team","Rhode Island","West Greenwich","773 Victory Highway ","02817","US","888-882-2367","customerservice@violife.com","10.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","15","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","15","90","N",
"Vision Direct Contacts","http://www.visiondirect.com","3458","Vision Direct offers name brand contact lenses for less. We will pay you a commission of 8 - 12% on ALL orders. Plus, inquire about our new customer private offer that pays up to $25 per new order.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3458_227259.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3458&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=227259&type=3&subid=0","Active","Glen Hamilton","Affiliate Marketing Manager","Washington","Bellevue","411 108th Ave. NE Suite #1600","98004","US","425-372-3540","glen.hamilton@walgreens.com","8.00% commission on all goods","198.2","% of Sale","2012"," 23-JUN-15","20","90","N","Premium","8.00% commission on all goods","198.2","% of Sale"," 23-JUN-15","20","90","N",
"Wal-Mart.com USA, LLC","http://www.walmart.com","2149","We are your Wal-mart store on the Web.  Super selection at Every Day Low Prices!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=2149_223073_296.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=2149&nid=1&offerhistory=1&controls=1:1:3","http://linksynergy.walmart.com/fs-bin/click?id=V8uMkWlCTes&offerid=223073&type=3&subid=0","Active","","","N",""," ","","","","affiliates@walmart.com","4.00% commission on all goods; [1.00% commission on selected goods,; 1.00% commission on selected goods,; 0.00% commission on selected goods]; ","1696.398","% of Sale","2012"," 30-SEP-15","3","90","N","N/A","4.00% commission on all goods; [1.00% commission on selected goods,; 1.00% commission on selected goods,; 0.00% commission on selected goods]; ","1696.398","% of Sale"," 30-SEP-15","3","90","N",
"Warehouse Fashion Ltd.","http://warehouse.andotherbrands.com/?lng=en-US&ctry=US","39332","Warehouse has been a stalwart of the British high street since 1976; providing great, versatile designs for stylish women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39332_20140325_160016.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39332&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=329552&type=3&subid=0","Active","Ester Rodriguez","Digital Marketing Executive","Great Britain","London","1 Oliver's Yard ","EC1Y 1HQ","GB","02032177895","ester.rodriguez@warehouse.co.uk","7.00% commission on all goods","3.1","% of Sale","2014"," 01-JAN-17","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 01-JAN-17","30","90","N",
"WaterChef","http://www.waterchef.com/Default.asp","38530","WaterChef premium water filtration is the smarter way to reduce a broad range of common tap water contaminants, eliminate the waste and expense of plastic bottles and improve the quality and taste of your drinking water.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38530&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308265&type=3&subid=0","Active","Lacey Parise","Affiliate Coordinator","Nevada","Reno","3760 Barron Way ","89511","US","7753599500","affiliates@waterchef.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 24-AUG-15","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 11-SEP-15","30","90","N",
"Waterford","http://www.waterford.com","39068","Waterford is the leading provider of luxury home and lifestyle products sold worldwide; including crystal stemware, fine bone china dinnerware, luxurious home accessories, collectibles, and gifts, at Waterford.com!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39068&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=335553&type=3&subid=0","Active","Scott Wanamaker","Account Manager","Colorado","Denver","1675 Larimer Street ","80202","US","8662090669","waterford@eaccountable.com","6.00% commission on all goods","3.1","% of Sale","2014"," 01-DEC-19","30","90","N","N/A","6.00% commission on all goods","3.1","% of Sale"," 01-DEC-19","30","90","N",
