"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Ticketnetwork.com","http://www.ticketnetwork.com/default.aspx","39082","Join the TicketNetwork Affiliate Program today!

For more information, please visit: http://www.ticketnetwork.com/affiliates/program.aspx
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39082_317330_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39082&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317330&type=3&subid=0","Active","Bryan Flanaghan","Affiliate Marketing Manager","Connecticut","South Windsor","75 Gerber Rd East ","06074","US","860-644-4000","bryan.flanaghan@ticketnetwork.com","12.50% commission on all goods","3.2","% of Sale","2014"," 01-JAN-18","10","90","N","N/A","12.50% commission on all goods","3.2","% of Sale"," 01-JAN-18","10","90","N",
"TigerDirect","http://www.tigerdirect.com","14028","TigerDirect your #1 computer parts-Consumer electronics superstore on the web!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=14028_20121113_203512.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=14028&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=299527&type=3&subid=0","Active","Web Marketing Manager","Web Marketing Manager","Florida","Miami","7795 W Flagler ST Ste 35 ","33144","US","305-415-2593","LSaffiliates@TigerDirect.com","1.00%-5.00% commission on all goods","352.1","% of Sale","2012"," 20-MAR-14","14","90","N","Premium","1.00%-5.00% commission on all goods","352.1","% of Sale"," 20-MAR-14","14","90","N",
"TigerGPS","http://tigergps.com/","38730","TigerGPS.com is a leading retailer in global positioning systems and related electronics. Customers will find Automotive GPS units, Wrist Units, Two-Way Radios, Fishfinders, an assortment of high-tech accessories and more.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38730&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308605&type=3&subid=0","Active","Jason Waring","Program Manager","Colorado","Denver","1675 Larimer St Ste 640 ","80202","US","3038953590","tigergps@eaccountable.com","private |4.00% commission on all goods","4.1","% of Sale","2013"," 09-OCT-14","60","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 09-OCT-14","60","90","N",
"Tortoise & Blonde","http://tortoiseandblonde.com/","38817","Tortoise & Blonde Eyewear is the coupling of old-school quality, precision, and time forgotten customer service, with the creativity and vigor of today's tastemakers.  We are dedicated to providing the most convenient optical shopping experience.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38817&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304500&type=3&subid=0","Active","Mike Reichman","Affiliate Manager","New Jersey","Englewood","17 Grand Avenue ","07631","US","2675663014","affiliates@tortoiseandblonde.com","10.00% commission on all goods","2.1","% of Sale","2014"," 31-DEC-14","60","90","N","N/A","10.00% commission on all goods","2.1","% of Sale"," 31-DEC-14","60","90","N",
"Udemy","https://www.udemy.com/","39197","Udemy is the world?s largest marketplace for teaching and learning. Instructors have published online courses on Udemy on everything from programming to yoga, marketing to guitar, photography to cake decorating, and so much more. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39197_20140128_200026.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39197&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323058&type=3&subid=0","Active","Jessica Harvey","Affiliate Program Manager","California","San Francisco","425 2nd St. Suite 250 ","94107","US","7034073325","jess@udemy.com","40.00% commission on all goods","4.1","% of Sale","2014"," 10-FEB-17","7","90","N","N/A","40.00% commission on all goods","4.1","% of Sale"," 10-FEB-17","7","90","N",
"VenueKings.com","http://venuekings.com/","38686","VenueKings.com is a tickets and events affiliate program featuring concert tickets, sporting events such as MLB & NHL as well as theatrical events throughout North America! Promote the latest events and Earn a 13% commission per sale and 60 day cookie!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38686_298708_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38686&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298708&type=3&subid=0","Active","PMG Affiliate Management Team","PMG Affiliate Management Team","Colorado","Boulder","1942 Broadway Suite 314","80302","US","303-209-3746","vk@paulsonmanagementgroup.com","private |13.00% commission on all goods","3.2","% of Sale","2013"," 15-JUL-18","60","90","N","N/A","13.00% commission on all goods","2.2","% of Sale"," 15-JUL-18","60","90","N",
"Violight","http://www.violight.com/","39061","Violife started back in 2004 with one product, our Original Countertop Sanitizer. We then created the world's first UV Cell Phone Sanitizer, and soon after we created our newest hit, the Slim Sonic portable electric toothbrush.  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39061_20131205_194637.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39061&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316091&type=3&subid=0","Active","Customer Service Team","Customer Service Team","Rhode Island","West Greenwich","773 Victory Highway ","02817","US","888-882-2367","customerservice@violife.com","10.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","15","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","15","90","N",
"Vision Direct Contacts","http://www.visiondirect.com","3458","Vision Direct offers name brand contact lenses for less. We will pay you a commission of 8 - 12% on ALL orders. Plus, inquire about our new customer private offer that pays up to $25 per new order.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3458_227259.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3458&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=227259&type=3&subid=0","Active","Tom Sullivan","Affiliate Marketing Manager","Washington","Bellevue","411 108th Ave. NE Suite #1600","98004","US","425-372-3540","tsullivan@visiondirect.com","8.00% commission on all goods","198.2","% of Sale","2012"," 17-JUN-14","20","90","N","Premium","8.00% commission on all goods","198.2","% of Sale"," 17-JUN-14","20","90","N",
"Wal-Mart.com USA, LLC","http://www.walmart.com","2149","We are your Wal-mart store on the Web.  Super selection at Every Day Low Prices!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=2149_223073.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=2149&nid=1&offerhistory=1&controls=1:1:3","http://linksynergy.walmart.com/fs-bin/click?id=V8uMkWlCTes&offerid=223073&type=3&subid=0","Active","","","N",""," ","","","","affiliates@walmart.com","4.00% commission on all goods; [1.00% commission on selected goods,; 1.00% commission on selected goods,; 0.00% commission on selected goods]; ","1696.281","% of Sale","2012"," 30-SEP-14","3","90","N","N/A","4.00% commission on all goods; [1.00% commission on selected goods,; 1.00% commission on selected goods,; 0.00% commission on selected goods]; ","1696.281","% of Sale"," 30-SEP-14","3","90","N",
"Wasteland","https://www.shopwasteland.com/","38748","After styling California's raddest and most adventurous shoppers for the last 25 years, SHOPWASTELAND.com has finally taken the leap to the world wide web.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38748&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302781&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","wasteland@affiliatetraction.com","8.00% commission on all goods","3.1","% of Sale","2014"," 16-AUG-15","30","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 16-AUG-15","30","90","N",
"WaterChef","http://www.waterchef.com/Default.asp","38530","WaterChef premium water filtration is the smarter way to reduce a broad range of common tap water contaminants, eliminate the waste and expense of plastic bottles and improve the quality and taste of your drinking water.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38530&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308265&type=3&subid=0","Active","Lacey Parise","Affiliate Coordinator","Nevada","Reno","3760 Barron Way ","89511","US","7753599500","affiliates@waterchef.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 15-SEP-14","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 11-SEP-14","30","90","N",
"Waterford, Wedgwood, Royal Doulton","http://na.wwrd.com","3470","Three world-famous brands - Waterford, Wedgwood and Royal Doulton - combined in a single merchant program! Hundreds of classic and modern gifts of the highest quality including crystal stemware, fine china, tea sets, home decor, lamps and collectibles.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3470_242516_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3470&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=242516&type=3&subid=0","Active","Scott Wanamaker & Jason Waring","Affiliate Program Managers","New Jersey","Wall","PO Box 1454 Attn: eCom Affiliate Program","07719-1454","US","303-895-3581","WWRD@eAccountable.com","private |8.00% commission on all goods; [private |$4.00 flat fee on selected goods]; ","155.2","% of Sale","2013"," 31-DEC-14","30","90","N","N/A","8.00% commission on all goods; [$4.00 flat fee on selected goods]; ","136.2","% of Sale"," 31-DEC-14","30","90","N",
"Westside Wholesale","http://www.westsidewholesale.com/","38779","Westside Wholesale, Inc. is a Wholesale Distributor for the Electrical, Lighting, Heating & Cooling, Air Quality, Plumbing, Security, Pool Supply, and other related industries.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38779_20130830_154913.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38779&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=305676&type=3&subid=0","Active","Brendan Gill","Marketing Manager","Nevada","Las Vegas","4170 W. Harmon Avenue #5 ","89103","US","877-998-9378","bgill@westsidewholesale.com","private |4.50% commission on all goods","4.1","% of Sale","2013"," 16-APR-14","30","90","N","N/A","4.50% commission on all goods","3.1","% of Sale"," 19-APR-14","30","90","N",
"WhiteFence A Division of Allconnect, Inc.","http://www.whitefence.com/","38560","Partnering with WhiteFence means joining 400 nationally recognized brands and over 10 years of industry experience in the category and home services shopping field.  

Please, sign up today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=314526&type=3&subid=0","Active","Jesse Lynch","Rakuten LinkShare Account Manager","Texas","Houston","5333 Westheimer Road Suite 1000","77056","US","312-325-7528","jesse.lynch@linkshare.com","$15.00 flat fee on all goods; [$20.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $80.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $30.00 flat fee on selected goods,; $50.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $95.00 flat fee on selected goods,; $115.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods]; ","71.1","Flat Fee","2013"," 20-NOV-14","30","90","N","N/A","$15.00 flat fee on all goods; [$20.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $80.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $30.00 flat fee on selected goods,; $50.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $95.00 flat fee on selected goods,; $115.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods]; ","71.1","Flat Fee"," 20-NOV-14","30","90","N",
"Yatra Travel","http://www.Yatra.com","38658","Yatra.com is India?s leading online travel company. We provide information, pricing, availability, and booking facility for domestic and international air travel, railway reservation, hotel bookings, holiday packages, buses, and car rentals.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38658&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304130&type=3&subid=0","Active","Manan Nagpal","Marketing Manager","Hary?na","Gurgaon","Yatra Online Pvt. Ltd. 11th Floor, Tower B, Unitech Cyber Park, Sector 39","122002","IN","91-0124-3395601","manan.nagpal@yatra.com","$3.00 flat fee on selected goods; [$6.00 flat fee on selected goods,; $10.00 flat fee on selected goods]; ","6.2","Flat Fee","2014"," 01-SEP-14","30","90","N","N/A","$3.00 flat fee on selected goods; [$6.00 flat fee on selected goods,; $10.00 flat fee on selected goods]; ","6.2","Flat Fee"," 01-SEP-14","30","90","N",
"YourBestDeals.com","http://yourbestdeals.com","36553","We feature exclusive deals in your city every day. That means you get outstanding discounts (up to 90% savings) on restaurants, bars, clubs, massages, resorts, weekend getaways, spas, wine tasting  and the rest of the best your city has to offer.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36553&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=263032&type=3&subid=0","Active","David Goldfarb","President","California","Thousand Oaks","610 Tree Top Lane ","91360","US","(805) 496-8182","Affiliates@YourBestDeals.com","private |8.00%-15.00% commission on all goods","12.1","% of Sale","2013"," 15-JUN-14","30","90","N","N/A","8.00% commission on all goods","3.2","% of Sale"," 01-JAN-15","30","90","N",
"Zone Alarm","http://www.zonealarm.com","36085","ZoneAlarm®, a division of Check Point Software Inc., is one of the most secure brands in consumer Internet security.  Protecting over 60 million PCs, ZoneAlarm products are among the most popular Internet security products on the market.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36085&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323791&type=3&subid=0","Active","Molly Foley","eCommerce Manager","California","Redwood City"," ","94065","US","800-429-4391","zonealarm@lqaffiliates.com","private |25.00%-50.00% commission on all goods; [private |35.00%-40.00% commission on selected goods]; ","20.1","% of Sale","2014"," 31-DEC-14","45","90","N","N/A","25.00%-50.00% commission on all goods; [35.00%-40.00% commission on selected goods]; ","8.1","% of Sale"," 31-DEC-14","45","90","N",
"bikini.com","http://shop.bikini.com/","39081","Bikini.com is an e-commerce boutique offering a collection of accessible, aspirational, and luxury swimwear and resort accessories. Competitive on price and distinguished by brands both recognized and discovered.  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39081_20131126_182026.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39081&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315171&type=3&subid=0","Active","Cat McArdle","Affiliate Manager","Nevada","Las Vegas","3930 Howard Hughes Parkway, 4th Floor ","89169","US","7027019514","cmcardle@remarkmedia.com","8.00% commission on all goods","2.1","% of Sale","2014"," 26-NOV-14","30","90","N","N/A","8.00% commission on all goods","2.1","% of Sale"," 26-NOV-14","30","90","N",
"drugstore.com","http://www.drugstore.com","2762","Shop drugstore.com for over 75,000 over-the-counter health, beauty and household items -- all at everyday low prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=2762_298782.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=2762&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298782&type=3&subid=0","Active","Tom Featherstone","Online Marketing Manager","Washington","Bellevue","411 108th Ave. NE Suite #1600","98004","US","425-372-3200","associates@drugstore.com","8.00% commission on all goods; [ on selected goods,; 0.00% commission on selected goods]; ","1079.1","% of Sale","2012"," 01-JAN-15","20","90","N","Premium","8.00% commission on all goods; [ on selected goods,; 0.00% commission on selected goods]; ","1079.1","% of Sale"," 01-JAN-15","20","90","N",
"eInvite.com","http://www.einvite.com/","37127","eInvite is the premier online retailer of upscale, customized invitations and stationery for all of life?s most important events, from weddings and parties to births and holiday greetings.  Join today and start enjoying the benefits of our program! ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37127_20111018_133348.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37127&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=244384&type=3&subid=0","Active","Samantha Hunt","eCommerce Channel Marketing Manager","Massachusetts","W. Boylston","216 W. Boylston St ","01583","US","508-438-2177","affiliates@checkernet.com","private |10.00%-10.50% commission on all goods","4.1","% of Sale","2013"," 19-JAN-16","60","90","N","N/A","10.00%-10.50% commission on all goods","3.1","% of Sale"," 15-MAR-16","60","90","N",
"eWatches","http://www.ewatches.com/","38129","eWatches.com is a retailer of high quality, name brand watches.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38129_321370.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38129&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321370&type=3&subid=0","Active","Melissa Salas","Affiliate Program Manager","New York","Brooklyn","20 Jay Street Suite 305","11201","US","646-290-8127","affiliates@ewatches.com","10.00% commission on all goods; [private |15.00% commission on selected goods]; ","19.2","% of Sale","2013"," 31-MAR-14","30","90","N","N/A","10.00% commission on all goods; [private |15.00% commission on selected goods]; ","19.2","% of Sale"," 31-MAR-14","30","90","N",
"education.com","http://www.education.com/","38036","Education.com provides printable workbooks to help children learn key skills in math, reading and writing. These workbooks are suitable for children in preschool through fifth grade. We also offer a subscription service that grants access to all workbooks","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38036&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323797&type=3&subid=0","Active","Michael Cheng","Director of Online Marketing","California","Redwood City","2317 Broadway St. Ste 240 ","94063","US","(510)788-3116","education@lqaffiliates.com","private |50.00% commission on all goods; [private |$20.00 flat fee on selected goods]; ","16.1","% of Sale","2014"," 31-DEC-14","30","90","N","N/A","50.00% commission on all goods; [$20.00 flat fee on selected goods]; ","7.1","% of Sale"," 31-DEC-14","30","90","N",
"fye.com","http://www.fye.com","24416","f.y.e is your entertainment source for hundreds of thousands of DVD?s, Blu Rays, music CD's, and electronic games for the whole family. We even have used CD's and DVD's where consumers can SAVE! Check out our coupons, discounts, and seasonal offers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=24416&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=134398&type=3&subid=0","Active","fye.com","Affiliate Marketing Manager","New York","Albany","38 Corporate Circle ","12203","US","8474967810","mgunn@profitrank.com","private |5.00% commission on all goods","6.1","% of Sale","2013"," 27-SEP-16","10","90","N","N/A","5.00% commission on all goods","4.5","% of Sale"," 20-NOV-16","10","90","N",
"iFurn.com","http://www.ifurn.com/","38110","iFurn Stores -- www.iFurn.com: 
iFurn.com, a leading online home & office furniture e-commerce retailer since 1998 is offering 3% commission and 21-day cookie window. Earn HIGH commissions, AOV is as high as $635 for a potential of $19.06 /order.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38110_278461.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38110&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=278461&type=3&subid=0","Active","Paulson Management Group, Inc.","Affiliate Management Team","Colorado","Boulder","1942 Broadway, Suite 314 ","80302","US","303-209-3746","if@paulsonmanagementgroup.com","private |3.00% commission on all goods","8.1","% of Sale","2013"," 17-MAR-15","21","90","N","N/A","3.00% commission on all goods","4.2","% of Sale"," 13-JAN-16","21","90","N",
"jollychic.com","http://www.jollychic.com/","39137","Jollychic.com sells thousands of  popular garment brands at reasonable prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39137_20131213_073251.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39137&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317070&type=3&subid=0","Active","Jolly Affiliate","Affiliate Manager","Zhejiang","Hangzhou","702#Gudun Road, West Lake District, ","310010","CN","86-571-88355579","service@jollyaffiliate.com","15.00% commission on all goods","2.1","% of Sale","2014"," 01-JAN-15","45","90","N","N/A","15.00% commission on all goods","2.1","% of Sale"," 01-JAN-15","45","90","N",
"mental_floss store","http://www.mentalfloss.com/store","37296","Where knowledge junkies shop for funny tees, magazine subscriptions, trivia games, brain-teasing puzzles, knowledge books, and home & office wares for men, women and kids.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37296_20120112_221851.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37296&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=246188&type=3&subid=0","Active","Michael Joyce","Ecommerce Manager","New York","New York","55 West 39th Street, 5th Floor ","10018","US","646-717-9524","Affiliates@mentalfloss.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 28-FEB-15","30","90","N","N/A","10.00% commission on all goods","3.2","% of Sale"," 31-JAN-15","30","90","N",
"photoweavers.com","http://www.photoweavers.com/","37974","Welcome to Photoweavers, when you care about quality! Photo Blankets - the gift that will be remembered forever.  Order direct from the factory and save. We weave photo blankets, pillows, tote bags, 
and wall hangings. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37974&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280421&type=3&subid=0","Active","Dennis Hasley","Business Development","North Carolina","Columbus","504 East Mills Street ","28722","US","319-282-0828","dennis@photoweavers.com","private |8.00% commission on all goods","5.1","% of Sale","2013"," 31-DEC-18","15","90","N","N/A","8.00% commission on all goods","4.1","% of Sale"," 31-DEC-18","15","90","N",
"untuckit.com","http://untuckit.com/","38281","At UNTUCKit,  we make shirts designed to be untucked.  Why?  Because we recognized most men struggled (like we did) to find shirts that looked good  untucked.   It's a fashion epidemic.  Now there's a cure. www.untuckit.com ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38281&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298062&type=3&subid=0","Active","Chris Riccobono","Founder","New Jersey","Franklin Lakes","725 Calusa Trail ","07417","US","201-214-9054","questions@untuckit.com","private |8.00% commission on all goods","6.1","% of Sale","2013"," 11-JUL-14","30","90","N","N/A","private |8.00% commission on all goods","3.1","% of Sale"," 29-MAR-14","30","90","N",
"{*}Candy Galaxy","http://www.candygalaxy.com/","37345","Candy Galaxy is an online candy store that is passionate about bringing you the candy that you love. We have an expansive candy selection all the way from Milky Ways to Mars. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37345_20120119_210420.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37345&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=246814&type=3&subid=0","Hold","Roger Snow","Lead Affiliate Manager","Tennessee","nashville","609 lafayette street ","37203","US","1.877.448.7255","candygalaxy@snow-consulting.com","7.00%-10.00% commission on all goods","6.1","% of Sale","2013"," 15-DEC-15","24","90","N","N/A","7.00%-10.00% commission on all goods","6.1","% of Sale"," 15-DEC-15","24","90","N",
"{*}CircuitCity","http://www.circuitcity.com","36922","The New CircuitCity.com web site offers a wider selection of products than previously offered in Circuit City stores. You'll find an expanded selection of consumer electronics, desktops, notebooks, netbooks, and all the accessories to go with them.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36922_230598.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36922&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=230598&type=3&subid=0","Hold","Bill Brown","Affiliate Marketing Manager","Florida","Miami","7795 W Flagler Street ","33144","US","305-415-2313","william.brown@syx.com","private |4.00% commission on all goods; [private |3.00% commission on selected goods,; private |4.00% commission on selected goods,; private |5.00% commission on selected goods,; private |5.00% commission on selected goods,; private |10.00% commission on selected goods,; private |10.00% commission on selected goods,; private |10.00% commission on selected goods]; ","19.768","% of Sale","2012"," 26-JUN-14","14","90","N","N/A","private |4.00% commission on all goods; [private |3.00% commission on selected goods,; private |4.00% commission on selected goods,; private |5.00% commission on selected goods,; private |5.00% commission on selected goods,; private |10.00% commission on selected goods,; private |10.00% commission on selected goods,; private |10.00% commission on selected goods]; ","19.768","% of Sale"," 26-JUN-14","14","90","N",
"{*}Emilie M","http://www.emiliemshop.com/","38077","Emilie M. is an online brand of beautifully designed handbags and accessories. With our blog, style guides, and exciting new products, customers are sure to have an enjoyable shopping experience every time they visit the site!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38077_278078_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38077&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=278078&type=3&subid=0","Hold","Yocheved Schlachter","Affiliate Account Manager","New York","Brooklyn","20 Jay St ","11201","US","646-290-8127","emiliemaff@bluecherrygroup.com","private |10.00% commission on all goods","3.2","% of Sale","2013"," 31-DEC-14","30","90","N","N/A","10.00% commission on all goods","4.2","% of Sale"," 30-SEP-14","30","90","N",
